timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
1968347.9661768752, 0.7488925965875387, -8.921447169184685, 3.690575408935547, 0.057855211198329926, 0.04238935187458992, -0.06391237676143646
1968347.9762018751, 0.7542816098034383, -8.996444726586342, 3.8335295990109444, 0.04393939673900604, 0.024624202400445938, -0.06264897435903549
1968347.986227875, 0.7093749935925007, -9.04329729616642, 3.9115174224972726, 0.037315525114536285, -0.012103899382054806, -0.07852478325366974
1968347.996252875, 0.7363188171386719, -8.97608296751976, 3.8450544610619546, 0.04088123142719269, -0.035125862807035446, -0.07617613673210144
1968348.006278875, 0.8732840696722269, -9.006473286151886, 3.6619863250851634, 0.041907839477062225, -0.027153680101037025, -0.05141550675034523
1968348.016303875, 0.9391468875110149, -9.021288961172104, 3.5549577203392984, 0.04565863311290741, -0.014411786571145058, -0.004725232254713774
1968348.0263298752, 0.9309141540527345, -8.9814746850729, 3.528014335334301, 0.05016540363430977, 0.01501197274774313, 0.05050632357597351
1968348.0363548752, 0.8144563293457031, -9.00811752319336, 3.5417851129174234, 0.04879627376794815, 0.055022239685058594, 0.07983598113059998
1968348.0463808752, 0.5950128109753132, -9.056468734145165, 3.5750165936350826, 0.03748677298426628, 0.09096262603998184, 0.07342568784952164
1968348.0564058751, 0.4209247557073832, -9.127869084477425, 3.701203308105469, 0.024196002632379532, 0.10056918114423752, 0.03920913487672806
1968348.066430875, 0.35311576522886756, -9.153016204833985, 3.8052372613549235, 0.021247301250696182, 0.08331583440303802, 0.0015798015519976616
1968348.076456875, 0.4137396240234375, -9.164542821049691, 3.7803892260789875, 0.023193804547190666, 0.06483510136604309, -0.029484907165169716
1968348.086481875, 0.5240602842718363, -9.155412978529931, 3.7160245379805565, 0.030467092990875244, 0.04127366095781326, -0.04407821595668793
1968348.096507875, 0.6363266786187888, -9.113648071289063, 3.6360887145996097, 0.040587104856967926, 0.03645440563559532, -0.030928323045372963
1968348.1065328752, 0.6869215393066407, -9.104817021489144, 3.57621439576149, 0.057937122881412506, 0.03399921953678131, -0.010183579288423061
1968348.1165588752, 0.6676116212457419, -9.119038034677507, 3.6315992224216465, 0.07411876320838928, 0.035213619470596313, 0.01085059903562069
1968348.1265838752, 0.60264664337039, -9.06918993651867, 3.7046461486816407, 0.08841104060411453, 0.03493901342153549, 0.028034398332238197
1968348.1366088751, 0.5709128538519145, -9.084159393310546, 3.748355547487736, 0.09177008271217346, 0.043019846081733704, 0.039514753967523575
1968348.146634875, 0.5562433592230082, -9.137898228764534, 3.777694829106331, 0.09066085517406464, 0.05344712361693382, 0.04806172847747803
1968348.156659875, 0.5483098570257425, -9.178014805912971, 3.8059859973192216, 0.08736039698123932, 0.07843316346406937, 0.057131122797727585
1968348.166685875, 0.5186714172363281, -9.230705235600473, 3.8306852209568025, 0.08061620593070984, 0.11078238487243652, 0.052563417702913284
1968348.176710875, 0.5351371765136719, -9.257500686049461, 3.8652627307176592, 0.07446057349443436, 0.09633180499076843, 0.04382612183690071
1968348.186736125, 0.49277556091547015, -9.245975823998451, 4.014503554701806, 0.05946531146764755, 0.07819756120443344, 0.03442076966166496
1968348.1967611252, 0.52525764785707, -9.154214299321175, 4.006120401620865, 0.053766410797834396, 0.04726680740714073, 0.03450732305645943
1968348.2067871252, 0.40715324722230434, -9.131311925053597, 4.129014548957348, 0.05227993428707123, -0.006105356849730015, 0.02557443641126156
1968348.2168121252, 0.34623023025691513, -9.17651791870594, 4.0909941986203195, 0.047252945601940155, -0.037728797644376755, -0.0023661174345761538
1968348.2268381251, 0.4016146914660931, -9.21842900633812, 4.099375889897347, 0.034862011671066284, -0.06932519376277924, -0.0029036214109510183
1968348.236863125, 0.5233118406683207, -9.172475153803825, 4.032914097905159, 0.026445623487234116, -0.06654192507266998, 0.020292244851589203
1968348.246888125, 0.5638772647082806, -9.09882830321789, 3.9444474792480473, 0.023500604555010796, -0.05222342163324356, 0.05558936297893524
1968348.256914125, 0.562380669862032, -9.027579395771028, 3.9917496997117996, 0.010507041588425636, -0.05184498429298401, 0.10115817189216614
1968348.266939125, 0.5938155204802752, -9.010964532494546, 4.015401979386807, -0.01450970210134983, -0.05184696242213249, 0.13560953736305237
1968348.2769651252, 0.5303471374511719, -9.099279708266259, 3.9788779315352443, -0.04172854125499725, -0.029789596796035767, 0.1413627564907074
1968348.2869901252, 0.4415818722546101, -9.118887761235237, 3.8978939947485927, -0.07231196761131287, 0.02087949402630329, 0.1339377909898758
1968348.2970161252, 0.33530302673578266, -9.100626906752586, 3.856131426393986, -0.0969078540802002, 0.062183257192373276, 0.11175739020109177
1968348.3070411251, 0.21165992416441443, -9.180558344721794, 3.841311073601246, -0.10955634713172913, 0.09528124332427979, 0.06497367471456528
1968348.317066125, 0.13337286941707135, -9.24971804201603, 3.864066390395165, -0.11508320271968842, 0.09806424379348755, 0.01674383133649826
1968348.327092125, 0.16181350708007813, -9.229059829115869, 3.8510428869724276, -0.11248906701803207, 0.10675562173128128, -0.019833698868751526
1968348.337117125, 0.2725830142199993, -9.157206319570541, 3.766467882692814, -0.10230088233947754, 0.11828897148370743, -0.03226373344659805
1968348.347143125, 0.3785627015680075, -9.114246826171875, 3.760030975341797, -0.09223517030477524, 0.10417260974645615, -0.03868432343006134
1968348.3571681252, 0.46717835113406186, -9.089996668696404, 3.79011782348156, -0.07652810961008072, 0.08012746274471283, -0.03398331254720688
1968348.3671941252, 0.5138813050836325, -9.004375889897346, 3.8254458233714104, -0.06216080114245415, 0.05401068553328514, -0.024347428232431412
1968348.3772191252, 0.5668711853027344, -8.95707425415516, 3.816164245605469, -0.04470963776111603, 0.028281088918447495, -0.007398271933197975
1968348.3872451251, 0.5766009521484375, -8.97578534424305, 3.8083810168504715, -0.025744976475834846, -0.01141306757926941, 0.009225204586982727
1968348.397270125, 0.5484595457464457, -8.998538029789925, 3.803740374147892, -0.0009533422999083996, -0.05606735497713089, 0.019438426941633224
1968348.407295125, 0.4959188047796488, -9.053025893568993, 3.817961094975472, 0.01144340354949236, -0.10292240977287292, 0.018598880618810654
1968348.417321125, 0.44262969329953195, -9.079519627690315, 3.8049384686350822, 0.005615874659270048, -0.11792293190956116, 0.021729959174990654
1968348.427346125, 0.40550689056515693, -9.052725346684456, 3.7112330371141438, -0.01023126021027565, -0.07957088947296143, 0.027040008455514908
1968348.4373721252, 0.3764671325683594, -8.9813232421875, 3.7185663226246835, -0.033366404473781586, -0.03415360301733017, 0.030465098097920418
1968348.4473971252, 0.3993695068359375, -8.943452580571176, 3.7736532336473467, -0.054237090051174164, -0.004089771769940853, 0.04017108306288719
1968348.4574231252, 0.4628375244140625, -8.934771804213524, 3.7902686816453937, -0.06431049853563309, 0.008193260058760643, 0.0552472360432148
1968348.4674481251, 0.49172759369015695, -8.977881571054459, 3.749703623056412, -0.06488864868879318, 0.006112928502261639, 0.06463014334440231
1968348.477474125, 0.49756523452699186, -9.00886538207531, 3.655399144291878, -0.052884720265865326, 0.01620444469153881, 0.07897712290287018
1968348.487499125, 0.5065465577691793, -8.925339075922967, 3.503464508056641, -0.023272762075066566, 0.037530504167079926, 0.09920383244752884
1968348.497525125, 0.5885759036242962, -8.8407649487257, 3.4599042132496836, 0.013276992365717888, 0.040902335196733475, 0.12923283874988556
1968348.507550125, 0.7274871826171876, -8.787027282714844, 3.463945808708668, 0.06226956844329834, 0.03163273632526398, 0.19654251635074615
1968348.5175751252, 0.8078699525445701, -8.784781367182733, 3.4602038830518724, 0.11622493714094162, 0.012779954820871353, 0.28239136934280396
1968348.5276011252, 0.6929090881347657, -8.999884643554688, 3.501967328488827, 0.1693277657032013, -0.015577232465147972, 0.32500505447387695
1968348.5376261252, 0.3317101685330272, -9.281448542475701, 3.608396885991097, 0.19945211708545685, -0.04010601341724396, 0.27123022079467773
1968348.5476521251, -0.16121453292667867, -9.349259871840477, 3.812423197031021, 0.2160896211862564, -0.08279939740896225, 0.15123258531093597
1968348.557677125, -0.4055067809298635, -9.223520177006723, 3.84385695129633, 0.23412267863750458, -0.07005723565816879, 0.02136966586112976
1968348.567703125, -0.3242256959527731, -9.230257338881493, 3.774102299809456, 0.24356763064861298, -0.044958896934986115, -0.07245253026485443
1968348.577728125, 0.01796282920986414, -9.175173059105873, 3.797454032599926, 0.2509126365184784, -0.006351848132908344, -0.10758441686630249
1968348.587754125, 0.3365003903210163, -9.219029515385628, 3.8035909777879717, 0.2573537230491638, -0.004261188209056854, -0.10908312350511551
1968348.5977791252, 0.5022057675942779, -9.195978621840478, 4.005970420539379, 0.2517179548740387, -0.04243813455104828, -0.08263873308897018
1968348.6078041252, 0.6439609495550395, -9.139544219970704, 4.146528129279614, 0.22162696719169617, -0.06574893742799759, -0.03530600294470787
1968348.6178301251, 0.6494993225857616, -9.155111262202263, 4.27735548645258, 0.16080142557621002, -0.08402381092309952, 0.010388515889644623
1968348.627855125, 0.5403763913735747, -9.207205275893212, 4.3833353930711745, 0.08700207620859146, -0.07816839963197708, 0.03716948628425598
1968348.637881125, 0.4343967405706644, -9.149425429701806, 4.411478042006493, 0.010979482904076576, -0.052125878632068634, 0.05485048145055771
1968348.647906125, 0.38829265113919975, -9.084459355473518, 4.442762107551098, -0.06157279387116432, -0.05437317490577698, 0.06648468971252441
1968348.657932125, 0.38335285026580096, -9.179663136005402, 4.52449273377657, -0.13377560675144196, -0.10103175789117813, 0.06002465635538101
1968348.6679571252, 0.33560192909091713, -9.250910874009133, 4.424200121462345, -0.19635260105133057, -0.12310073524713516, 0.03706434369087219
1968348.6779831252, 0.2552192687988281, -9.249567768573762, 4.139043400883675, -0.24350307881832123, -0.1075393557548523, 0.015143332071602345
1968348.6880081252, 0.1824705870822072, -9.177568078637124, 3.9007392498850826, -0.2694171965122223, -0.05885298177599907, 0.001754194963723421
1968348.6980341251, 0.1550774781033397, -9.083861185312271, 3.62112013489008, -0.25801995396614075, 0.024145768955349922, -0.0010378630831837654
1968348.708059125, 0.22393439926207068, -9.07158495604992, 3.4500259271264078, -0.2175797075033188, 0.08647102862596512, 0.01073727011680603
1968348.718084125, 0.30865803245455026, -9.10032519042492, 3.429967053830624, -0.1622312217950821, 0.11333061009645462, 0.022734010592103004
1968348.728110125, 0.3806584167480469, -9.122780837416649, 3.451075209975243, -0.09205121546983719, 0.09402578324079514, 0.02965853177011013
1968348.738135125, 0.4296066649630666, -9.098233056664467, 3.526966806650162, -0.01931948773562908, 0.04518074542284012, 0.03594864904880524
1968348.7481611252, 0.43724064353853465, -9.102122039794923, 3.562292760014534, 0.050511181354522705, -0.009721694514155388, 0.034302327781915665
1968348.7581861252, 0.4099975156411529, -9.10945737183094, 3.594326146245003, 0.1042681485414505, -0.05366678535938263, 0.034239478409290314
1968348.7682121252, 0.3420387633517385, -9.140144729018212, 3.6245638525485995, 0.13629959523677826, -0.059324271976947784, 0.03096562623977661
1968348.7782371251, 0.27812175270169975, -9.098830057382584, 3.6826424914598466, 0.1410387009382248, -0.038751356303691864, 0.027082737535238266
1968348.788263125, 0.2359095334634185, -9.068592351078987, 3.8080813470482826, 0.1265259087085724, -0.01302066259086132, 0.016323283314704895
1968348.798288125, 0.22917350448668003, -9.073082427978516, 3.904330609738827, 0.1013403832912445, 0.006342915818095207, 0.010625449940562248
1968348.808313125, 0.33260830085724596, -9.096733830571175, 3.996540323495865, 0.06609724462032318, 0.011648989282548428, 0.010336359962821007
1968348.818339125, 0.4215235471352935, -9.098830642104149, 4.045787912607193, 0.02269544079899788, 0.01169293187558651, 0.015278387814760208
1968348.8283641252, 0.4267625427246094, -9.055268300771713, 4.039799486696721, -0.014680042862892151, 0.024755509570240974, 0.02663949504494667
1968348.8383901252, 0.4400849119573832, -8.966953125, 3.9704930242896084, -0.03731478005647659, 0.04763738811016083, 0.03847884014248848
1968348.8484151252, 0.44861705940216784, -8.954079310297967, 3.9161568957567217, -0.04443071782588959, 0.04678383469581604, 0.04805559664964676
1968348.8584411251, 0.44562328498810533, -9.026528651118278, 3.944448356330395, -0.03658531606197357, 0.011036491021513939, 0.051452457904815674
1968348.868466125, 0.3731740903481841, -9.085208968520165, 3.970793278813362, -0.025396239012479782, -0.025967411696910858, 0.03764714300632477
1968348.878492125, 0.25985983841121196, -9.07353324830532, 3.9130140173435213, -0.008294216357171535, -0.04420820251107216, 0.021746477112174034
1968348.888517125, 0.18456630226224663, -9.075478616952896, 3.8561320111155513, 0.004551807418465614, -0.04071120545268059, -0.0013790831435471773
1968348.898543125, 0.16944777801632882, -9.07488044679165, 3.844905064702034, 0.003085471224039793, -0.02213459089398384, -0.017381751909852028
1968348.9085681252, 0.2043250672146678, -9.069040247797966, 3.894451738893986, -0.012256276793777943, -0.001041138544678688, -0.028796430677175522
1968348.9185941252, 0.2742295536026359, -9.032816162109375, 3.9157069525122643, -0.031139153987169266, 0.0195781197398901, -0.026465099304914474
1968348.9286191252, 0.3281177854165435, -9.017100015878677, 3.934568608403206, -0.049700777977705, 0.02816613018512726, -0.020569821819663048
1968348.9386441251, 0.34712821640074254, -9.032367095947267, 3.9589678698778155, -0.06350953131914139, 0.0336301364004612, -0.014074105769395828
1968348.948670125, 0.34458354469388724, -9.0388037109375, 3.964655456542969, -0.07817357033491135, 0.035168010741472244, -0.0068292077630758286
1968348.958695125, 0.2806664609536529, -8.989855499267579, 3.956123199462891, -0.0931495875120163, 0.03917952999472618, -0.00834534503519535
1968348.968721125, 0.25671622909605507, -8.979229354262353, 3.9730391943454744, -0.1054728627204895, 0.0286642424762249, -0.010943164117634296
1968348.978746125, 0.22617958389222623, -9.002278493642807, 4.0011800891160965, -0.111515574157238, 0.003916551824659109, -0.028733612969517708
1968348.9887721252, 0.20237918693572285, -8.993298924565316, 3.9695957690477375, -0.10986219346523285, -0.018644366413354874, -0.052408549934625626
1968348.9987971252, 0.24968085922300817, -8.982372817397119, 3.9293309649825097, -0.11281990259885788, -0.03895336762070656, -0.06779762357473373
1968349.0088231252, 0.3329078610241413, -8.93297378540039, 3.9062762707471848, -0.1226578876376152, -0.04493702948093414, -0.07094429433345795
1968349.0188481251, 0.37287453018128874, -8.902288182377816, 3.8287395599484446, -0.14293651282787323, -0.006728390231728554, -0.06429757922887802
1968349.028874125, 0.39817199707031253, -8.851992772221566, 3.6959644952416424, -0.16180859506130219, 0.06349460035562515, -0.050820447504520416
1968349.038899125, 0.40835097625851635, -8.758588179945946, 3.715275217294693, -0.18276448547840118, 0.11990461498498917, -0.03629450127482414
1968349.048924125, 0.39472926612943415, -8.76891553223133, 3.8119729614257816, -0.21002386510372162, 0.14676879346370697, -0.029538042843341827
1968349.058950125, 0.42406818229705096, -8.768168258070947, 3.916006622314453, -0.24152293801307678, 0.1482686847448349, -0.028852280229330063
1968349.0689751252, 0.45954437255859376, -8.766221135258675, 3.994593785405159, -0.2729567289352417, 0.13196209073066711, -0.029025958850979805
1968349.0790011252, 0.4981641721352935, -8.795112227797508, 4.026179274916649, -0.31000635027885437, 0.11171966046094894, -0.025941751897335052
1968349.0890261251, 0.5619314575195313, -8.74152249634266, 4.012107658088207, -0.3512367606163025, 0.10938683152198792, -0.005380689166486263
1968349.0990521251, 0.5903724240884185, -8.691526463627815, 3.991450906991959, -0.3978649973869324, 0.1062467023730278, 0.014514454640448093
1968349.109077125, 0.5935157775878906, -8.692723973393441, 4.030967852175236, -0.45172029733657837, 0.07716579735279083, 0.030726399272680283
1968349.119103125, 0.5914201720431448, -8.652307434082031, 4.038751665651798, -0.4992657005786896, 0.050911564379930496, 0.04995016008615494
1968349.129128125, 0.6093828916177154, -8.568484089374543, 3.9104690167307856, -0.5363298058509827, 0.034574829041957855, 0.07555675506591797
1968349.139154125, 0.6243517636880279, -8.585995915532113, 3.790567766726017, -0.5602242350578308, 0.011693217791616917, 0.10099766403436661
1968349.1491791252, 0.6089337523654104, -8.644675063490869, 3.640879338383675, -0.5749137997627258, -0.01582987606525421, 0.12176864594221115
1968349.1592051252, 0.549956615678966, -8.71413179934025, 3.427723477184773, -0.589106023311615, -0.02201266959309578, 0.14367713034152985
1968349.1692301251, 0.4528083801269531, -8.792117283940316, 3.2290850830078126, -0.5942708849906921, 0.006756699178367853, 0.16305984556674957
1968349.179255125, 0.2835105831921101, -8.837474135756493, 2.9900327807664873, -0.5859455466270447, 0.07018972933292389, 0.17176572978496552
1968349.189280875, 0.14100695762783289, -8.880735345482826, 2.8800124481320384, -0.5598548054695129, 0.11663180589675903, 0.16529567539691925
1968349.1993058752, 0.08921451408416033, -8.952434488534928, 2.882706260383129, -0.5221639275550842, 0.1273941695690155, 0.14975346624851227
1968349.2093318752, 0.09550144035369158, -8.998988265395164, 2.9033633038401607, -0.4756399095058441, 0.09476587176322937, 0.13506260514259338
1968349.2193568752, 0.135169097520411, -9.082214024662973, 2.913841514289379, -0.42604494094848633, 0.03641681745648384, 0.12101417034864426
1968349.2293828751, 0.15672401748597622, -9.140892003178598, 2.9551544317603113, -0.3824028968811035, -0.039599861949682236, 0.11543794721364975
1968349.239407875, 0.1703458372503519, -9.149723637700081, 2.92895949035883, -0.34376204013824463, -0.09874866157770157, 0.11896716803312302
1968349.249433875, 0.16600486434996128, -9.1841520434618, 2.8469297790527346, -0.3264791667461395, -0.13041627407073975, 0.12910859286785126
1968349.259458875, 0.10702758148312569, -9.224118931889535, 2.81160470277071, -0.3245491683483124, -0.14112217724323273, 0.141196146607399
1968349.269484875, 0.03173417324200273, -9.26768010377884, 2.7331663513183595, -0.3346525728702545, -0.1189965233206749, 0.15026813745498657
1968349.2795098752, -0.041613427810370925, -9.338931350111961, 2.6074287030100822, -0.3397602438926697, -0.06586512178182602, 0.16227632761001587
1968349.2895358752, -0.11960115993395448, -9.44805442750454, 2.514621696174145, -0.34211552143096924, -0.0073840441182255745, 0.1760503202676773
1968349.2995608752, -0.2061213318631053, -9.490115788578988, 2.4571406427025795, -0.3366653621196747, 0.059329740703105927, 0.18186932802200317
1968349.3095868751, -0.2731819883733988, -9.535022989511491, 2.452050933837891, -0.32331421971321106, 0.11540168523788452, 0.17831869423389435
1968349.319611875, -0.3472779051214457, -9.615853729248048, 2.531685625612736, -0.3106492757797241, 0.13144271075725555, 0.16002145409584045
1968349.329637875, -0.3415895692817867, -9.702224705815317, 2.7045763903856277, -0.3020903170108795, 0.09805303066968918, 0.12829190492630005
1968349.339662875, -0.291743243560195, -9.738151168227196, 2.8623477172851564, -0.30537667870521545, 0.04044060781598091, 0.09360981732606888
1968349.349687875, -0.29353959957137704, -9.735754979252816, 2.842739079594612, -0.3043196201324463, -0.005564521066844463, 0.06026959419250488
1968349.3597138752, -0.26135636016726493, -9.732910893559456, 2.7297238031029702, -0.30741554498672485, -0.03108718991279602, 0.039167504757642746
1968349.3697388752, -0.16675325313583017, -9.687255249023439, 2.6673033142089846, -0.3194361627101898, -0.03813094273209572, 0.04311276599764824
1968349.3797648752, -0.06735997913405299, -9.634116337895394, 2.5908123779296877, -0.3418562412261963, -0.01672765240073204, 0.05515771359205246
1968349.3897898751, -0.054636291693896055, -9.625882873535156, 2.460733464360237, -0.36280083656311035, 0.022327642887830734, 0.0633346363902092
1968349.399815875, -0.07364699676632881, -9.637258631587029, 2.4041514202952388, -0.3802171051502228, 0.07111595571041107, 0.06240439414978027
1968349.409840875, -0.04939725042320788, -9.623487854003907, 2.3523586843907833, -0.39394092559814453, 0.11010443419218063, 0.05874964967370033
1968349.419866875, -0.020357693424448372, -9.607022679448129, 2.357148138731718, -0.39397233724594116, 0.1243094652891159, 0.05516370013356209
1968349.429891875, 0.05269028350710869, -9.585616022944452, 2.364781971126795, -0.38545793294906616, 0.10881819576025009, 0.05112942308187485
1968349.4399178752, 0.05209156516939402, -9.592052637934685, 2.33694059997797, -0.3646666407585144, 0.07142128795385361, 0.04369654506444931
1968349.4499428752, 0.045954473800957206, -9.60896863281727, 2.3035608923435213, -0.33803290128707886, 0.028558358550071716, 0.03836566582322121
1968349.4599688752, 0.018411758327856662, -9.630672327876091, 2.2854482647776604, -0.31345483660697937, -0.025504078716039658, 0.02327619679272175
1968349.4699938751, -0.03996699806302786, -9.702973149418831, 2.31748062774539, -0.30269813537597656, -0.07296517491340637, 0.0001262999139726162
1968349.480019875, -0.052690329188480975, -9.64683987915516, 2.3463711355626584, -0.30887696146965027, -0.08907197415828705, -0.020737171173095703
1968349.490044875, -0.027692385921254756, -9.541609877943992, 2.3385880529880523, -0.3355468511581421, -0.0879083201289177, -0.032711729407310486
